   name,Character,r0le,TITLE,  Type,release Year,genres,imdb sc0re,imdb v0tes
Willy Acosta,Self,ACTOR,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,['documentation'],7.2,3312.0
Lin-Manuel Miranda,Self,ACTOR,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,['documentation'],7.2,3312.0
Raul de Molina,Self,ACTOR,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,['documentation'],7.2,3312.0
Eugenio Derbez,Self,ACTOR,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,['documentation'],7.2,3312.0
Nydia Caro,Self,ACTOR,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,['documentation'],7.2,3312.0
Cristina Costantini,unknown,DIRECTOR,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,['documentation'],7.2,3312.0
Kareem Tabsch,unknown,DIRECTOR,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,['documentation'],7.2,3312.0
Juli F?ÿbregas,Men??ndez,ACTOR,Menendez: The Day of the Lord,MOVIE,2020,"['drama', 'horror', 'thriller']",4.9,1008.0
Ximena Romo,Raquel,ACTOR,Menendez: The Day of the Lord,MOVIE,2020,"['drama', 'horror', 'thriller']",4.9,1008.0
Dolores Heredia,Marisa,ACTOR,Menendez: The Day of the Lord,MOVIE,2020,"['drama', 'horror', 'thriller']",4.9,1008.0
Oscar Gordillo,Demon,ACTOR,Menendez: The Day of the Lord,MOVIE,2020,"['drama', 'horror', 'thriller']",4.9,1008.0
Santiago Alvarado,unknown,DIRECTOR,Menendez: The Day of the Lord,MOVIE,2020,"['drama', 'horror', 'thriller']",4.9,1008.0
R. Parthiban,Masilamani,ACTOR,Single Slipper Size - 7,MOVIE,2019,"['thriller', 'drama']",8.4,3143.0
Gayathrie Shankar,Usha (Voice),ACTOR,Single Slipper Size - 7,MOVIE,2019,"['thriller', 'drama']",8.4,3143.0
Deepa Venkat,Dr. Surya (Voice),ACTOR,Single Slipper Size - 7,MOVIE,2019,"['thriller', 'drama']",8.4,3143.0
R. Parthiban,unknown,DIRECTOR,Single Slipper Size - 7,MOVIE,2019,"['thriller', 'drama']",8.4,3143.0
Chutimon Chuengcharoensukying,Jean,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Sunny Suwanmethanon,Aim,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Apasiri Nitibhon,Jean and Jay's mother,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Sarika Sathsilpsupa,Mi,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Thirawat Ngosawang,Jay,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Patcha Kitchaicharoen,Pink,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Wasu Pluemsakulthai,Bam,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Bhumibhat Thavornsiri,Toey,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Neennara Boonnithipaisit,Jean (Girl),ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Phachaya Ngamboonsin,Jay (Boy),ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Naphasorn Sriwilas,Pin,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Kelvin Wong,Noon,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Olan Netrangsi,Postman,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Nattaporn Surachatchupong,Pharmacist,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Thanyathan Phonsattha,Korn,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Natda Chawawanid,Yok,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Suwit Sermsiltam,Junk Collector,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Philaiwan Khamphirathat,Bam's Mother,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Chung Nai Tuntiviriyangkul,Old Lady at the Restaurant,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Jitipat Vorakitpipat,Aim's Mother,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Erika Manuhtam,Tidy Goddess,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
David Keric,Foreigner by the Pool,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Jiraphat Kidakarnpiphat,Boy 1,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Natsahat Taweekul,Boy 2,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Puangsoi Aksornsawang,Interviewer 1,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Cai Lianjie,Interviewer 2,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Akapol Sudasna,Client,ACTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Nawapol Thamrongrattanarit,unknown,DIRECTOR,Happy Old Year,MOVIE,2019,"['drama', 'romance']",7.2,2245.0
Mei Kayama,Yuma Takada,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Misuzu Kanno,Yasuko Takada,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Shunsuke Daitoh,Toshiya,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Makiko Watanabe,Mai,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Yoshihiko Kumashino,Kuma,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Minori Hagiwara,Sayaka,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Haruka Imou,Yuka,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Kiyohiko Shibukawa,unknown,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Shohei Uno,unknown,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Eita Okuno,Hide,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Shizuka Ishibashi,unknown,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Toshinori Omi,Furuya,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Yuka Itaya,Fujimoto,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Nanami Kawakami,Porn Star,ACTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Hikari,unknown,DIRECTOR,37 Seconds,MOVIE,2019,['drama'],7.4,2713.0
Meryem Uzerli,unknown,ACTOR,Keeping the Bees,MOVIE,2019,['drama'],5.8,834.0
Feyyaz Duman,unknown,ACTOR,Keeping the Bees,MOVIE,2019,['drama'],5.8,834.0
Hakan Karsak,unknown,ACTOR,Keeping the Bees,MOVIE,2019,['drama'],5.8,834.0
Burcu Salihoglu,unknown,ACTOR,Keeping the Bees,MOVIE,2019,['drama'],5.8,834.0
Sennur Nogaylar,unknown,ACTOR,Keeping the Bees,MOVIE,2019,['drama'],5.8,834.0
Xu Kai,Wang Lu,ACTOR,Once Upon a Time in Lingjian Mountain,SHOW,2019,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",7.4,280.0
Sandrine Pinna,Wang Wu,ACTOR,Once Upon a Time in Lingjian Mountain,SHOW,2019,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",7.4,280.0
Ryan Zhu,Hai Yun Fan,ACTOR,Once Upon a Time in Lingjian Mountain,SHOW,2019,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",7.4,280.0
Gao Yu-Er,Feng Ling,ACTOR,Once Upon a Time in Lingjian Mountain,SHOW,2019,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",7.4,280.0
Cristy Guo,Liu Lixian,ACTOR,Once Upon a Time in Lingjian Mountain,SHOW,2019,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",7.4,280.0
Roger Kwok,Feng Yin [Head of Lianjing mountain],ACTOR,Once Upon a Time in Lingjian Mountain,SHOW,2019,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",7.4,280.0
James Wen,Hai Tian Kuo [Yun Fan's brother],ACTOR,Once Upon a Time in Lingjian Mountain,SHOW,2019,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",7.4,280.0
Zheng Yawen,Liang Qiu,ACTOR,Once Upon a Time in Lingjian Mountain,SHOW,2019,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",7.4,280.0
Shaogang Zhang,Immortal Old Weng,ACTOR,Once Upon a Time in Lingjian Mountain,SHOW,2019,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",7.4,280.0
Yu Chung Chung,unknown,DIRECTOR,Once Upon a Time in Lingjian Mountain,SHOW,2019,"['action', 'scifi', 'comedy', 'drama', 'fantasy', 'romance']",7.4,280.0
Udhayanidhi Stalin,Gautham,ACTOR,Psycho,MOVIE,2020,"['drama', 'crime', 'thriller']",6.2,4153.0
Nithya Menen,Kamala Das,ACTOR,Psycho,MOVIE,2020,"['drama', 'crime', 'thriller']",6.2,4153.0
Aditi Rao Hydari,Dahini,ACTOR,Psycho,MOVIE,2020,"['drama', 'crime', 'thriller']",6.2,4153.0
Ram,Muthu,ACTOR,Psycho,MOVIE,2020,"['drama', 'crime', 'thriller']",6.2,4153.0
Shaji Chen,Dahini's Father,ACTOR,Psycho,MOVIE,2020,"['drama', 'crime', 'thriller']",6.2,4153.0
Singampuli,Rajanayakam,ACTOR,Psycho,MOVIE,2020,"['drama', 'crime', 'thriller']",6.2,4153.0
Adukalam Naren,DSP,ACTOR,Psycho,MOVIE,2020,"['drama', 'crime', 'thriller']",6.2,4153.0
Renuka,Vasantha,ACTOR,Psycho,MOVIE,2020,"['drama', 'crime', 'thriller']",6.2,4153.0
Rajkumar Pitchumani,Angulimali,ACTOR,Psycho,MOVIE,2020,"['drama', 'crime', 'thriller']",6.2,4153.0
Mysskin,unknown,DIRECTOR,Psycho,MOVIE,2020,"['drama', 'crime', 'thriller']",6.2,4153.0
Simon Amstell,Himself,ACTOR,Simon Amstell: Set Free,MOVIE,2019,['comedy'],6.5,815.0
Julia Knowles,unknown,DIRECTOR,Simon Amstell: Set Free,MOVIE,2019,['comedy'],6.5,815.0
Paloma Navarro,Self - Narrator (voice),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Luis Mar??a Pardo,Self - Personal Archive Executor,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Jos?? Luis Blanco Corredoira,Self - Writer,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Ralph P. Ganis,Self - Historian,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Almudena Grandes,Self - Writer,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Joan Buades,Self - Writer,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Javier Ju?­rez,Self - Journalist,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
David Solar,Self - Journalist,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Jacinto Ant??n,Self - Journalist,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Waltraut Riess,Self - Daughter,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Efraim Zuroff,Self - Nazi Hunter,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
??scar Gonz?­lez,Self - Historian,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Jaume Poma,Self - Artist,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Alexandra Jones,Self - Historian,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Yossi Melman,Self - Journalist,ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Otto Skorzeny,Self - Former Waffen-SS (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Ilse L?¬thje,Self - Wife (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Francisco Franco,Self - Politician (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
V??ctor de la Serna,Self - Writer (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Adolf Hitler,Self - Politician (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Benito Mussolini,Self - Politician (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Joseph Goebbels,Self - Politician (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Hjalmar Schacht,Self - Politician (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Dwight D. Eisenhower,Self - Politician (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Eva Duarte de Per??n,Self - Politician (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Mikl??s Horthy,Self - Politician (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Adolf Eichmann,Self - Nazi Criminal (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
John F. Kennedy,Self - Politician (archive footage),ACTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Pedro de Echave,unknown,DIRECTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Pablo Azor??n,unknown,DIRECTOR,The Most Dangerous Man in Europe,MOVIE,2020,"['documentation', 'history', 'war']",6.8,215.0
Emraan Hashmi,Kabir Anand,ACTOR,Bard of Blood,SHOW,2019,"['action', 'drama', 'thriller']",6.8,13005.0
Sobhita Dhulipala,Isha Khanna,ACTOR,Bard of Blood,SHOW,2019,"['action', 'drama', 'thriller']",6.8,13005.0
Shishir Sharma,Arun Joshi,ACTOR,Bard of Blood,SHOW,2019,"['action', 'drama', 'thriller']",6.8,13005.0
Danish Husain,Mullah Khalid,ACTOR,Bard of Blood,SHOW,2019,"['action', 'drama', 'thriller']",6.8,13005.0
Ribhu Dasgupta,unknown,DIRECTOR,Bard of Blood,SHOW,2019,"['action', 'drama', 'thriller']",6.8,13005.0
Karam Tabbaa,Jameel,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Salma Malhas,Mira,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Sultan Alkhail,Yassin,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Hamzeh Okab,Keras / Hussni,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Aysha Shahaltough,Vera,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Ban Halaweh,Layla,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Yasser Al Hadi,Fahed,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Mohammad Nizar,Nasser,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Mohammad Hindieh,Omar,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Faris Al Bahri,Naji,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Zaid Zoubi,Hassan,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Hana Chamoun,Ms. Ola,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Anouar H. Smaine,school principal,ACTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Mir-Jean Bou Chaaya,unknown,DIRECTOR,Jinn,SHOW,2019,"['drama', 'scifi', 'horror', 'fantasy', 'thriller']",3.4,10097.0
Takeru Satoh,?Ÿ®??®,ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Kasumi Arimura,Bianca (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Haru,Flora (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Kentaro Sakaguchi,Prince Harry (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Takayuki Yamada,Pankraz (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Kendo Kobayashi,Sancho (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Ken Yasuda,Pusan (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Suzuki Matsuo,Ludman (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Koichi Yamadera,Surarin (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Chikako Kaku,Martha (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Arata Furuta,Mildrath (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Kotaro Yoshida,Prince Henry (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Arata Iura,Mildrath (voice),ACTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Ryuichi Yagi,unknown,DIRECTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Takashi Yamazaki,unknown,DIRECTOR,Dragon Quest: Your Story,MOVIE,2019,"['action', 'fantasy', 'animation', 'family', 'comedy']",6.5,2831.0
Jack Whitehall,Jack Whitehall,ACTOR,Jack Whitehall: Christmas with my Father,MOVIE,2019,"['comedy', 'documentation']",6.0,951.0
Michael Whitehall,Michael Whitehall,ACTOR,Jack Whitehall: Christmas with my Father,MOVIE,2019,"['comedy', 'documentation']",6.0,951.0
Richard van't Riet,unknown,DIRECTOR,Jack Whitehall: Christmas with my Father,MOVIE,2019,"['comedy', 'documentation']",6.0,951.0
Logan Edra,Riley,ACTOR,Full Out 2: You Got This!,MOVIE,2020,['family'],4.6,521.0
Sydney Cope,Chayse,ACTOR,Full Out 2: You Got This!,MOVIE,2020,['family'],4.6,521.0
Braedyn Bruner,Natalie,ACTOR,Full Out 2: You Got This!,MOVIE,2020,['family'],4.6,521.0
Liza Wilk,Brenna,ACTOR,Full Out 2: You Got This!,MOVIE,2020,['family'],4.6,521.0
Billie D. Merritt,AJ,ACTOR,Full Out 2: You Got This!,MOVIE,2020,['family'],4.6,521.0
Jessica Johnson,Coach,ACTOR,Full Out 2: You Got This!,MOVIE,2020,['family'],4.6,521.0
Julia Self,Cindy's Mom,ACTOR,Full Out 2: You Got This!,MOVIE,2020,['family'],4.6,521.0
Jeff Deverett,unknown,DIRECTOR,Full Out 2: You Got This!,MOVIE,2020,['family'],4.6,521.0
Kim Go-eun,Mi-su,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Jung Hae-in,Hyun-woo,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Park Hae-jun,Jong-woo,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Kim Kuk-hee,Eun-ja,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Jung Eu-gene,Hyun-ju,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Choi Jun-young,Tae-sung,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Nam Moon-chul,Woo-sik,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Shim Dal-gi,Geum-i,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Yoo Yeol,Yoo Yeol,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Kim Hyun,Kim Hyun-sook,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Heo Ji-na,Editor-in-chief,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Jang Se-won,Assistant,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Na Chul,Engineer,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Park Se-hyun,Se-mi,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Seong Hyeok,Detective,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Song Duk-ho,Neighbor,ACTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Jung Ji-woo,unknown,DIRECTOR,Tune in for Love,MOVIE,2019,"['romance', 'drama']",7.1,4102.0
Helen Mirren,Narrator,ACTOR,#AnneFrank. Parallel Stories,MOVIE,2019,"['drama', 'history', 'documentation']",6.5,1548.0
Anne Frank,Self,ACTOR,#AnneFrank. Parallel Stories,MOVIE,2019,"['drama', 'history', 'documentation']",6.5,1548.0
Martina Gatti,Self,ACTOR,#AnneFrank. Parallel Stories,MOVIE,2019,"['drama', 'history', 'documentation']",6.5,1548.0
Arianna Szorenyi,Self,ACTOR,#AnneFrank. Parallel Stories,MOVIE,2019,"['drama', 'history', 'documentation']",6.5,1548.0
Sabina Fedeli,unknown,DIRECTOR,#AnneFrank. Parallel Stories,MOVIE,2019,"['drama', 'history', 'documentation']",6.5,1548.0
Anna Migotto,unknown,DIRECTOR,#AnneFrank. Parallel Stories,MOVIE,2019,"['drama', 'history', 'documentation']",6.5,1548.0
Pol Monen,Eze,ACTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Jaime Lorente,Marcos,ACTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Andrea Ros,Celeste,ACTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Mar??a Pedraza,Marta,ACTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Beatriz Arjona,Maggie,ACTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Abril Zamora,Abril,ACTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Celia de Molina,Celia,ACTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Ignacio Mateos,unknown,ACTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Bea de la Cruz,Nurse,ACTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Nico Romero,unknown,ACTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Jota Linares,unknown,DIRECTOR,Who Would You Take to a Deserted Island?,MOVIE,2019,"['comedy', 'drama', 'european']",5.3,2487.0
Sarah Cooper,Self,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Winona Ryder,Lacey Groin,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Aubrey Plaza,Ashley,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Marisa Tomei,Satan,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Ben Stiller,8008s,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Maya Rudolph,Andrea Steele,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Helen Mirren,Lip-sync Billy Bush,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Jon Hamm,Steve Windell / Kenny L.L,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Jane Lynch,KJ Dillard,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Whoopi Goldberg,Whoopi Goldberg (voice),ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Fred Armisen,Scooter,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Danielle Brooks,Jordana Bachman,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
Tommy Davidson,John,ACTOR,Sarah Cooper: Everything's Fine,MOVIE,2020,['comedy'],5.5,1726.0
